"co_pcdt","co_cid10_diagnostico_principal","co_sigtap_procedimento","nu_competencia_min","nu_competencia_max","qt_aprovada","qt_autorizacao","qt_cns_paciente","qt_municipios_paciente","qt_cnes","sg_procedimento","no_procedimento","no_cid10_diagnostico_principal"
16,E780,601290011,200802,200802,480,1,1,1,1,DANA100,DANAZOL 100 MG (POR CAPSULA),Hipercolesterolemia pura 
16,E780,601300025,200801,200801,1,1,1,1,1,OCTR30,OCTREOTIDA  LAR 30 MG INJETAVEL (POR FRASCO-AMPOLA),Hipercolesterolemia pura 
16,E780,601300041,201002,201003,4,1,1,1,1,OCTR20,OCTREOTIDA LAR 20 MG INJETAVEL (POR FRASCO-AMPOLA),Hipercolesterolemia pura 
16,E780,601310012,200801,200802,270,4,3,1,1,BROM25,"BROMOCRIPTINA 2,5 MG (POR COMPRIMIDO)",Hipercolesterolemia pura 
16,E780,601310020,200801,201003,516,9,9,4,4,CABE05,"CABERGOLINA 0,5 MG (POR COMPRIMIDO)",Hipercolesterolemia pura 
16,E780,601320026,201002,201004,45,1,1,1,1,SOMA4,SOMATROPINA 4 UI INJETAVEL (POR FRASCO-AMPOLA),Hipercolesterolemia pura 
16,E780,601330013,200801,201002,1440,28,21,10,6,LEVO100,LEVOTIROXINA 100 MCG (POR COMPRIMIDO),Hipercolesterolemia pura 
16,E780,601330030,200801,201002,930,12,10,5,4,LEVO25,LEVOTIROXINA 25 MCG (POR COMPRIMIDO),Hipercolesterolemia pura 
16,E780,601330048,200801,200802,300,8,5,4,4,LEVO50,LEVOTIROXINA 50 MCG (POR COMPRIMIDO),Hipercolesterolemia pura 
16,E780,601340019,200801,200802,130,2,2,1,1,FLUD01,"FLUDROCORTISONA 0,1 MG (POR COMPRIMIDO)",Hipercolesterolemia pura 
16,E780,601350014,200801,200802,4820,104,96,39,14,ALEN10,ALENDRONATO (Q) 10 MG (POR COMPRIMIDO),Hipercolesterolemia pura 
16,E780,601350022,200801,200801,4,1,1,1,1,ALEN70,ALENDRONATO (Q) 70 MG (POR COMPRIMIDO),Hipercolesterolemia pura 
16,E780,601350065,200801,200802,136,11,10,5,4,CALC200,CALCITONINA 200 UI/DOSE SPRAY NASAL (POR FRASCO),Hipercolesterolemia pura 
16,E780,601350073,200801,201004,5256,82,67,28,15,CALC025,"CALCITRIOL 0,25 MCG (POR CAPSULA)",Hipercolesterolemia pura 
16,E780,601350120,200801,200802,626,16,11,7,4,RALO60,RALOXIFENO 60 MG (POR COMPRIMIDO),Hipercolesterolemia pura 
16,E780,601350146,200801,200801,30,1,1,1,1,RISE5,RISEDRONATO 5 MG (POR COMPRIMIDO),Hipercolesterolemia pura 
16,E780,604010010,201005,201005,60,1,1,1,1,MESA400,MESALAZINA 400 MG (POR COMPRIMIDO),Hipercolesterolemia pura 
16,E780,604010028,201005,201005,180,1,1,1,1,MESA500,MESALAZINA 500 MG (POR COMPRIMIDO),Hipercolesterolemia pura 
16,E780,604010036,201003,201005,180,1,1,1,1,MESA800,MESALAZINA 800 MG - POR COMPRIMIDO ,Hipercolesterolemia pura 
16,E780,604010044,201005,201005,30,1,1,1,1,MESA250,MESALAZINA 250 MG (POR SUPOSITORIO),Hipercolesterolemia pura 
16,E780,604010060,201005,201005,60,1,1,1,1,MESA1000,MESALAZINA 1000 MG (POR SUPOSITORIO),Hipercolesterolemia pura 
16,E780,604030037,201005,201005,68,2,2,2,2,CABE05,"CABERGOLINA 0,5 MG (POR COMPRIMIDO)",Hipercolesterolemia pura 
16,E780,604030053,201005,201005,90,1,1,1,1,PRAM025,"PRAMIPEXOL 0,25 MG (POR COMPRIMIDO)",Hipercolesterolemia pura 
16,E780,604030061,201005,201005,120,2,2,2,1,PRAM1,PRAMIPEXOL 1 MG (POR COMPRIMIDO),Hipercolesterolemia pura 
16,E780,604040024,201003,201005,600,6,5,5,1,FORM12,FORMOTEROL 12 MCG (POR CAPSULA INALANTE),Hipercolesterolemia pura 
16,E780,604040032,201005,201005,1,1,1,1,1,FORM1260,FORMOTEROL 12 MCG PO INALANTE (POR FRASCO DE 60 DOSES),Hipercolesterolemia pura 
16,E780,604040040,201003,201005,1200,12,11,9,1,FORM12400,FORMOTEROL 12 MCG + BUDESONIDA 400 MCG  (POR CAPSULA INALANTE),Hipercolesterolemia pura 
16,E780,604040059,201003,201005,4,3,3,3,1,FORM1240060,FORMOTEROL 12 MCG + BUDESONIDA 400 MCG PO INALANTE (POR FRASCO DE 60 DOSES),Hipercolesterolemia pura 
16,E780,604040067,201005,201005,1,1,1,1,1,FORM620060,FORMOTEROL 6 MCG + BUDESONIDA 200 MCG PO INALANTE (POR FRASCO DE 60 DOSES),Hipercolesterolemia pura 
16,E780,604080026,201005,201005,60,1,1,1,1,HIDR400,HIDROXICLOROQUINA 400 MG (POR COMPRIMIDO),Hipercolesterolemia pura 
16,E780,604130015,201005,201005,60,2,2,2,1,DONE5,DONEPEZILA 5 MG (POR COMPRIMIDO),Hipercolesterolemia pura 
16,E780,604130023,201003,201005,238,5,5,5,1,DONE10,DONEPEZILA 10 MG (POR COMPRIMIDO),Hipercolesterolemia pura 
16,E780,604130066,201003,201005,172,1,1,1,1,RIVA15,"RIVASTIGMINA 1,5 MG (POR CAPSULA)",Hipercolesterolemia pura 
16,E780,604130104,201003,201005,292,3,3,3,1,RIVA6,RIVASTIGMINA 6 MG (POR CAPSULA),Hipercolesterolemia pura 
16,E780,604230010,201005,201005,30,1,1,1,1,OLAN5,OLANZAPINA 5 MG (POR COMPRIMIDO),Hipercolesterolemia pura 
16,E780,604230028,201003,201005,120,2,1,1,1,OLAN10,OLANZAPINA 10 MG (POR COMPRIMIDO),Hipercolesterolemia pura 
16,E780,604260016,201003,201005,34,8,7,5,1,SACA1005,SACARATO DE HIDROXIDO FERRICO 100 MG INJETAVEL (POR FRASCO DE 5 ML),Hipercolesterolemia pura 
16,E780,604270011,201003,201906,19135092,170604,37521,1089,117,BEZA200,BEZAFIBRATO 200 MG (POR DRÁGEA OU COMPRIMIDO),Hipercolesterolemia pura 
16,E780,604270020,201003,201906,13332327,160585,32203,745,73,BEZA400,BEZAFIBRATO 400 MG (POR COMPRIMIDO DE DESINTEGRAÇÃO LENTA),Hipercolesterolemia pura 
16,E780,604270038,201003,201906,66085884,807518,155424,2209,153,CIPR100,CIPROFIBRATO 100 MG (POR COMPRIMIDO),Hipercolesterolemia pura 
16,E780,604270046,201003,201703,90,2,2,2,2,ETOF500,ETOFIBRATO 500 MG (POR CAPSULA),Hipercolesterolemia pura 
16,E780,604270054,201003,201906,15870824,225631,34192,1147,122,FENO200,FENOFIBRATO 200 MG (POR CAPSULA),Hipercolesterolemia pura 
16,E780,604270062,201003,201906,1905908,23990,7755,645,77,FENO250,FENOFIBRATO 250 MG (POR CAPSULA DE LIBERACAO RETARDADA),Hipercolesterolemia pura 
16,E780,604270070,201003,201906,5489574,63592,14284,833,73,GENF600,GENFIBROZILA 600 MG (COMPRIMIDO),Hipercolesterolemia pura 
16,E780,604270089,201003,201906,2322069,44063,5956,747,89,GENF900,GENFIBROZILA 900 MG (POR COMPRIMIDO),Hipercolesterolemia pura 
16,E780,604270097,201605,201905,960,14,6,6,5,ÁCID250,ÁCIDO NICOTÍNICO 250MG (POR COMPRIMIDO DE LIBERAÇÃO PROLONGADA),Hipercolesterolemia pura 
16,E780,604270100,201402,201906,164603,1012,299,75,22,ÁCID500,ÁCIDO NICOTÍNICO 500MG (POR COMPRIMIDO DE LIBERAÇÃO PROLONGADA),Hipercolesterolemia pura 
16,E780,604270119,201412,201906,4320,54,14,8,4,ÁCID750,ÁCIDO NICOTÍNICO 750 MG (POR COMPRIMIDO DE LIBERAÇÃO PROLONGADA),Hipercolesterolemia pura 
16,E780,604280068,201003,201005,360,1,1,1,1,BUDE200,BUDESONIDA 200 MCG (POR CAPSULA INALANTE),Hipercolesterolemia pura 
16,E780,604280084,201004,201005,8,5,5,5,1,BUDE200100,BUDESONIDA 200 MCG PO INALANTE OU AEROSSOL BUCAL (POR FRASCO C/ 100 DOSES),Hipercolesterolemia pura 
16,E780,604290039,201005,201005,1,1,1,1,1,OCTR30,OCTREOTIDA  LAR 30 MG INJETAVEL (POR FRASCO-AMPOLA),Hipercolesterolemia pura 
16,E780,604320043,201003,201005,360,8,6,4,1,LEFL20,LEFLUNOMIDA 20 MG (POR COMPRIMIDO),Hipercolesterolemia pura 
16,E780,604320051,201003,201005,2520,16,16,5,1,MICO500,MICOFENOLATO DE MOFETILA 500MG P/ TRANSPLANTE (POR COMPRIMIDO),Hipercolesterolemia pura 
16,E780,604320060,201003,201005,1020,10,10,6,1,MICO180,MICOFENOLATO DE SODIO 180MG P/TRANSPLANTE (POR COMPRIMIDO),Hipercolesterolemia pura 
16,E780,604320078,201003,201005,1424,12,12,6,1,MICO360,MICOFENOLATO DE SODIO 360MG P/ TRANSPLANTE (POR COMPRIMIDO),Hipercolesterolemia pura 
16,E780,604320086,201003,201005,455,5,5,4,1,SIRO1,SIROLIMO 1MG P/ TRANSPLANTE (POR DRAGEA),Hipercolesterolemia pura 
16,E780,604340028,201003,201005,1780,17,17,5,1,CICLOSP25,CICLOSPORINA 25MG (POR CAPSULA),Hipercolesterolemia pura 
16,E780,604340036,201003,201005,1830,16,16,5,1,CICLOSP50,CICLOSPORINA 50MG (POR CAPSULA),Hipercolesterolemia pura 
16,E780,604340044,201003,201005,630,5,5,5,1,CICLOSP100,CICLOSPORINA 100MG (POR CAPSULA),Hipercolesterolemia pura 
16,E780,604340060,201003,201010,2040,9,9,6,2,TACR1,TACROLIMO 1 MG P/ TRANSPLANTE (POR CAPSULA),Hipercolesterolemia pura 
16,E780,604340079,201005,201005,60,1,1,1,1,TACR5,TACROLIMO 5 MG P/ TRANSPLANTE (POR CAPSULA),Hipercolesterolemia pura 
16,E780,604360010,201003,201906,112793219,1375035,167235,2837,181,ATOR10,ATORVASTATINA 10 MG (POR COMPRIMIDO),Hipercolesterolemia pura 
16,E780,604360029,201003,201906,344188117,3355008,403487,3830,220,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO),Hipercolesterolemia pura 
16,E780,604360037,201003,201906,70671356,781310,144442,1776,114,ATOR40,ATORVASTATINA 40 MG (POR COMPRIMIDO),Hipercolesterolemia pura 
16,E780,604360045,201003,201906,13506143,179683,27748,895,84,ATOR80,ATORVASTATINA 80 MG (POR COMPRIMIDO),Hipercolesterolemia pura 
16,E780,604360053,201606,201806,390,3,3,3,2,FLUV20,FLUVASTATINA 20 MG (POR CAPSULA),Hipercolesterolemia pura 
16,E780,604360061,201003,201508,13791,177,80,52,22,FLUV40,FLUVASTATINA 40 MG  (POR CAPSULA),Hipercolesterolemia pura 
16,E780,604360070,201003,201506,1232,22,15,14,8,LOVA10,LOVASTATINA 10 MG (POR COMPRIMIDO),Hipercolesterolemia pura 
16,E780,604360088,201003,201806,132985,1514,317,106,26,LOVA20,LOVASTATINA 20 MG (POR COMPRIMIDO),Hipercolesterolemia pura 
16,E780,604360096,201003,201904,22856,303,109,44,16,LOVA40,LOVASTATINA 40 MG (POR COMPRIMIDO),Hipercolesterolemia pura 
16,E780,604360100,201003,201906,334069,4187,1037,234,52,PRAV10,PRAVASTATINA 10 MG (POR COMPRIMIDO),Hipercolesterolemia pura 
16,E780,604360118,201003,201906,2291242,28064,5150,584,70,PRAV20,PRAVASTATINA 20MG (POR COMPRIMIDO),Hipercolesterolemia pura 
16,E780,604360126,201003,201906,1261626,22187,2548,437,72,PRAV40,PRAVASTATINA 40 MG (POR COMPRIMIDO),Hipercolesterolemia pura 
16,E780,604370016,201005,201005,210,4,4,3,1,SELE5,SELEGILINA 5 MG (POR COMPRIMIDO),Hipercolesterolemia pura 
16,E780,604380011,201005,201005,1,1,1,1,1,ADAL40,ADALIMUMABE 40 MG INJETAVEL (POR SERINGA PREENCHIDA),Hipercolesterolemia pura 
16,E780,604380046,201005,201005,1,1,1,1,1,INFL1010,INFLIXIMABE 10 MG/ML INJETAVEL (POR FRASCO-AMPOLA COM 10 ML),Hipercolesterolemia pura 
16,E780,604400012,201005,201005,270,2,2,2,1,SEVE800,SEVELAMER 800 MG (POR COMPRIMIDO),Hipercolesterolemia pura 
16,E780,604430019,201005,201005,210,7,7,6,1,RALO60,RALOXIFENO 60 MG (POR COMPRIMIDO),Hipercolesterolemia pura 
16,E780,604470037,201005,201005,12,1,1,1,1,ALFA3000,ALFAEPOETINA 3.000 UI INJETAVEL (POR FRASCO-AMPOLA),Hipercolesterolemia pura 
16,E780,604470045,201003,201005,306,25,22,14,1,ALFA4000,ALFAEPOETINA 4.000 UI INJETAVEL (POR FRASCO-AMPOLA),Hipercolesterolemia pura 
16,E780,604490011,201005,201005,210,2,2,2,1,ENTA200,ENTACAPONA 200 MG (POR COMPRIMIDO),Hipercolesterolemia pura 
16,E780,604510012,201003,201005,240,5,5,4,1,RISP1,RISPERIDONA 1 MG (POR COMPRIMIDO),Hipercolesterolemia pura 
16,E780,604510020,201005,201005,150,3,3,2,1,RISP2,RISPERIDONA 2 MG (POR COMPRIMIDO),Hipercolesterolemia pura 
16,E780,604530013,201003,201005,660,4,4,4,2,AZAT50,AZATIOPRINA 50 MG (POR COMPRIMIDO),Hipercolesterolemia pura 
16,E780,604550022,201005,201005,12,7,7,6,1,TOXI500,TOXINA BOTULINICA TIPO A 500 U INJETAVEL (POR FRASCO-AMPOLA),Hipercolesterolemia pura 
16,E780,604620039,201003,201005,710,10,10,8,1,CALC025,"CALCITRIOL 0,25 MCG (POR CAPSULA)",Hipercolesterolemia pura 
16,E780,604620047,201005,201005,24,1,1,1,1,CALC10,"CALCITRIOL 1,0 MCG INJETAVEL (POR AMPOLA)",Hipercolesterolemia pura 
16,E781,601110013,200801,200801,180,1,1,1,1,CLOZ100,CLOZAPINA 100 MG (POR COMPRIMIDO),Hipergliceridemia pura 
16,E781,601180011,200801,201005,213810,2548,1173,270,83,ATOR10,ATORVASTATINA 10 MG (POR COMPRIMIDO),Hipergliceridemia pura 
16,E781,601180020,200801,201005,1022200,7661,3173,345,91,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO),Hipergliceridemia pura 
16,E781,601180038,200801,201005,307710,2817,1036,182,69,BEZA200,BEZAFIBRATO 200 MG (POR DRÁGEA OU COMPRIMIDO),Hipergliceridemia pura 
16,E781,601180046,200801,201005,198030,2547,1264,141,46,BEZA400,BEZAFIBRATO 400 MG (POR COMPRIMIDO DE DESINTEGRAÇÃO LENTA),Hipergliceridemia pura 
16,E781,601180054,200801,201005,336177,4114,2021,296,61,CIPR100,CIPROFIBRATO 100 MG (POR COMPRIMIDO),Hipergliceridemia pura 
16,E781,601180070,200801,201004,131703,2960,737,152,50,FENO200,FENOFIBRATO 200 MG (POR CAPSULA),Hipergliceridemia pura 
16,E781,601180089,200801,201004,58817,753,354,80,31,FENO250,FENOFIBRATO 250 MG (POR CAPSULA DE LIBERACAO RETARDADA),Hipergliceridemia pura 
16,E781,601180097,200810,200901,240,2,1,1,1,FLUV20,FLUVASTATINA 20 MG (POR CAPSULA),Hipergliceridemia pura 
16,E781,601180100,200909,201002,370,2,2,2,2,FLUV40,FLUVASTATINA 40 MG  (POR CAPSULA),Hipergliceridemia pura 
16,E781,601180119,200801,201004,128921,1707,518,158,47,GENF600,GENFIBROZILA 600 MG (COMPRIMIDO),Hipergliceridemia pura 
16,E781,601180127,200801,201005,102384,2128,511,154,55,GENF900,GENFIBROZILA 900 MG (POR COMPRIMIDO),Hipergliceridemia pura 
16,E781,601180135,200805,200807,90,1,1,1,1,LOVA10,LOVASTATINA 10 MG (POR COMPRIMIDO),Hipergliceridemia pura 
16,E781,601180143,200801,201004,972,11,2,2,2,LOVA20,LOVASTATINA 20 MG (POR COMPRIMIDO),Hipergliceridemia pura 
16,E781,601180151,200804,200805,60,1,1,1,1,LOVA40,LOVASTATINA 40 MG (POR COMPRIMIDO),Hipergliceridemia pura 
16,E781,601180160,200802,201001,2130,29,9,8,6,PRAV10,PRAVASTATINA 10 MG (POR COMPRIMIDO),Hipergliceridemia pura 
16,E781,601180178,200801,201005,21113,217,76,47,27,PRAV20,PRAVASTATINA 20MG (POR COMPRIMIDO),Hipergliceridemia pura 
16,E781,601180186,200801,201004,10990,182,60,39,18,PRAV40,PRAVASTATINA 40 MG (POR COMPRIMIDO),Hipergliceridemia pura 
16,E781,601180194,200801,201004,520108,5087,2240,157,41,SINV10,SINVASTATINA (J) 10 MG (POR COMPRIMIDO),Hipergliceridemia pura 
16,E781,601180208,200801,201004,725090,9743,2765,342,74,SINV20,SINVASTATINA (J) 20 MG (POR COMPRIMIDO),Hipergliceridemia pura 
16,E781,601180216,200801,201004,160556,2173,768,191,60,SINV40,SINVASTATINA (J) 40 MG (POR COMPRIMIDO),Hipergliceridemia pura 
16,E781,601180224,200801,201004,3177,27,8,3,4,SINV5,SINVASTATINA (J) 5 MG (POR COMPRIMIDO),Hipergliceridemia pura 
16,E781,601180232,200801,201003,6715,111,54,23,13,SINV80,SINVASTATINA (J) 80 MG (POR COMPRIMIDO),Hipergliceridemia pura 
16,E781,604040040,201005,201005,60,1,1,1,1,FORM12400,FORMOTEROL 12 MCG + BUDESONIDA 400 MCG  (POR CAPSULA INALANTE),Hipergliceridemia pura 
16,E781,604270011,201003,201906,1955004,21086,4974,488,104,BEZA200,BEZAFIBRATO 200 MG (POR DRÁGEA OU COMPRIMIDO),Hipergliceridemia pura 
16,E781,604270020,201003,201906,1374972,17726,4854,329,61,BEZA400,BEZAFIBRATO 400 MG (POR COMPRIMIDO DE DESINTEGRAÇÃO LENTA),Hipergliceridemia pura 
16,E781,604270038,201003,201906,6584724,98920,21775,1493,145,CIPR100,CIPROFIBRATO 100 MG (POR COMPRIMIDO),Hipergliceridemia pura 
16,E781,604270046,201404,201406,90,1,1,1,1,ETOF500,ETOFIBRATO 500 MG (POR CAPSULA),Hipergliceridemia pura 
16,E781,604270054,201003,201906,1667327,31863,4759,652,112,FENO200,FENOFIBRATO 200 MG (POR CAPSULA),Hipergliceridemia pura 
16,E781,604270062,201003,201906,384754,5187,1224,258,66,FENO250,FENOFIBRATO 250 MG (POR CAPSULA DE LIBERACAO RETARDADA),Hipergliceridemia pura 
16,E781,604270070,201003,201906,690020,11516,1923,407,58,GENF600,GENFIBROZILA 600 MG (COMPRIMIDO),Hipergliceridemia pura 
16,E781,604270089,201003,201906,563398,13111,1226,348,77,GENF900,GENFIBROZILA 900 MG (POR COMPRIMIDO),Hipergliceridemia pura 
16,E781,604270100,201405,201904,7177,64,15,7,7,ÁCID500,ÁCIDO NICOTÍNICO 500MG (POR COMPRIMIDO DE LIBERAÇÃO PROLONGADA),Hipergliceridemia pura 
16,E781,604360010,201003,201906,1697861,19897,4694,649,131,ATOR10,ATORVASTATINA 10 MG (POR COMPRIMIDO),Hipergliceridemia pura 
16,E781,604360029,201003,201906,6095623,63044,13804,1136,164,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO),Hipergliceridemia pura 
16,E781,604360037,201006,201906,1503609,17177,5009,497,82,ATOR40,ATORVASTATINA 40 MG (POR COMPRIMIDO),Hipergliceridemia pura 
16,E781,604360045,201006,201906,266047,3615,1079,185,48,ATOR80,ATORVASTATINA 80 MG (POR COMPRIMIDO),Hipergliceridemia pura 
16,E781,604360061,201005,201007,1020,12,12,7,2,FLUV40,FLUVASTATINA 40 MG  (POR CAPSULA),Hipergliceridemia pura 
16,E781,604360088,201006,201502,1230,17,4,4,4,LOVA20,LOVASTATINA 20 MG (POR COMPRIMIDO),Hipergliceridemia pura 
16,E781,604360100,201005,201709,3007,41,19,15,11,PRAV10,PRAVASTATINA 10 MG (POR COMPRIMIDO),Hipergliceridemia pura 
16,E781,604360118,201003,201906,45281,621,193,74,31,PRAV20,PRAVASTATINA 20MG (POR COMPRIMIDO),Hipergliceridemia pura 
16,E781,604360126,201003,201906,23474,471,78,52,27,PRAV40,PRAVASTATINA 40 MG (POR COMPRIMIDO),Hipergliceridemia pura 
16,E781,604430019,201005,201005,30,1,1,1,1,RALO60,RALOXIFENO 60 MG (POR COMPRIMIDO),Hipergliceridemia pura 
16,E782,601030028,200802,200802,4,1,1,1,1,SACA1005,SACARATO DE HIDROXIDO FERRICO 100 MG INJETAVEL (POR FRASCO DE 5 ML),Hiperlipidemia mista 
16,E782,601040058,200801,200802,92,6,5,2,1,ALFA4000,ALFAEPOETINA 4.000 UI INJETAVEL (POR FRASCO-AMPOLA),Hiperlipidemia mista 
16,E782,601100050,200801,200801,60,1,1,1,1,LEVO10025,LEVODOPA 100 MG + BENSERAZIDA 25 MG (POR CAPSULA OU COMPRIMIDO),Hiperlipidemia mista 
16,E782,601110048,200802,200802,60,1,1,1,1,OLAN5,OLANZAPINA 5 MG (POR COMPRIMIDO),Hiperlipidemia mista 
16,E782,601110080,200801,200802,120,2,1,1,1,RISP1,RISPERIDONA 1 MG (POR COMPRIMIDO),Hiperlipidemia mista 
16,E782,601110099,200801,200802,180,2,1,1,1,RISP2,RISPERIDONA 2 MG (POR COMPRIMIDO),Hiperlipidemia mista 
16,E782,601180011,200801,201005,1236304,13405,4670,518,106,ATOR10,ATORVASTATINA 10 MG (POR COMPRIMIDO),Hiperlipidemia mista 
16,E782,601180020,200801,201005,2140139,19177,7502,635,116,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO),Hiperlipidemia mista 
16,E782,601180038,200801,201005,690800,5375,1768,243,72,BEZA200,BEZAFIBRATO 200 MG (POR DRÁGEA OU COMPRIMIDO),Hiperlipidemia mista 
16,E782,601180046,200801,201005,198561,2473,1214,142,48,BEZA400,BEZAFIBRATO 400 MG (POR COMPRIMIDO DE DESINTEGRAÇÃO LENTA),Hiperlipidemia mista 
16,E782,601180054,200801,201005,743003,8232,3305,356,61,CIPR100,CIPROFIBRATO 100 MG (POR COMPRIMIDO),Hiperlipidemia mista 
16,E782,601180062,200801,200805,120,3,2,2,1,ETOF500,ETOFIBRATO 500 MG (POR CAPSULA),Hiperlipidemia mista 
16,E782,601180070,200801,201005,137900,2726,788,163,61,FENO200,FENOFIBRATO 200 MG (POR CAPSULA),Hiperlipidemia mista 
16,E782,601180089,200801,201004,62747,823,424,91,36,FENO250,FENOFIBRATO 250 MG (POR CAPSULA DE LIBERACAO RETARDADA),Hiperlipidemia mista 
16,E782,601180097,200801,200804,418,4,4,4,4,FLUV20,FLUVASTATINA 20 MG (POR CAPSULA),Hiperlipidemia mista 
16,E782,601180100,200801,201004,7446,56,18,12,10,FLUV40,FLUVASTATINA 40 MG  (POR CAPSULA),Hiperlipidemia mista 
16,E782,601180119,200801,201004,200432,2592,722,189,48,GENF600,GENFIBROZILA 600 MG (COMPRIMIDO),Hiperlipidemia mista 
16,E782,601180127,200801,201004,78016,1513,417,142,59,GENF900,GENFIBROZILA 900 MG (POR COMPRIMIDO),Hiperlipidemia mista 
16,E782,601180143,200801,201003,3545,31,16,12,9,LOVA20,LOVASTATINA 20 MG (POR COMPRIMIDO),Hiperlipidemia mista 
16,E782,601180151,200802,201004,1440,13,10,3,3,LOVA40,LOVASTATINA 40 MG (POR COMPRIMIDO),Hiperlipidemia mista 
16,E782,601180160,200801,201004,15900,287,60,23,17,PRAV10,PRAVASTATINA 10 MG (POR COMPRIMIDO),Hiperlipidemia mista 
16,E782,601180178,200801,201004,91787,1270,372,106,46,PRAV20,PRAVASTATINA 20MG (POR COMPRIMIDO),Hiperlipidemia mista 
16,E782,601180186,200801,201004,26982,468,168,66,30,PRAV40,PRAVASTATINA 40 MG (POR COMPRIMIDO),Hiperlipidemia mista 
16,E782,601180194,200801,201004,951039,5961,2527,247,58,SINV10,SINVASTATINA (J) 10 MG (POR COMPRIMIDO),Hiperlipidemia mista 
16,E782,601180208,200801,201004,1765843,28962,5652,600,87,SINV20,SINVASTATINA (J) 20 MG (POR COMPRIMIDO),Hiperlipidemia mista 
16,E782,601180216,200801,201004,263582,4111,1520,331,88,SINV40,SINVASTATINA (J) 40 MG (POR COMPRIMIDO),Hiperlipidemia mista 
16,E782,601180224,200804,201004,1324,12,10,4,5,SINV5,SINVASTATINA (J) 5 MG (POR COMPRIMIDO),Hiperlipidemia mista 
16,E782,601180232,200801,201004,11793,252,92,48,28,SINV80,SINVASTATINA (J) 80 MG (POR COMPRIMIDO),Hiperlipidemia mista 
16,E782,601200012,200801,200802,150,2,2,2,1,AZAT50,AZATIOPRINA 50 MG (POR COMPRIMIDO),Hiperlipidemia mista 
16,E782,601200039,200802,200802,120,2,2,2,2,CICLOSP100,CICLOSPORINA 100MG (POR CAPSULA),Hiperlipidemia mista 
16,E782,601200055,200801,200802,360,6,5,5,2,CICLOSP25,CICLOSPORINA 25MG (POR CAPSULA),Hiperlipidemia mista 
16,E782,601200063,200801,200802,130,2,2,2,2,CICLOSP50,CICLOSPORINA 50MG (POR CAPSULA),Hiperlipidemia mista 
16,E782,601200101,200802,200802,150,1,1,1,1,MICO500,MICOFENOLATO DE MOFETILA 500MG P/ TRANSPLANTE (POR COMPRIMIDO),Hiperlipidemia mista 
16,E782,601200110,200801,200801,90,1,1,1,1,MICO180,MICOFENOLATO DE SODIO 180MG P/TRANSPLANTE (POR COMPRIMIDO),Hiperlipidemia mista 
16,E782,601200160,200801,200801,480,1,1,1,1,TACR1,TACROLIMO 1 MG P/ TRANSPLANTE (POR CAPSULA),Hiperlipidemia mista 
16,E782,601200179,200802,200802,120,1,1,1,1,TACR5,TACROLIMO 5 MG P/ TRANSPLANTE (POR CAPSULA),Hiperlipidemia mista 
16,E782,601310012,200802,200802,180,1,1,1,1,BROM25,"BROMOCRIPTINA 2,5 MG (POR COMPRIMIDO)",Hiperlipidemia mista 
16,E782,601310020,200801,200801,4,1,1,1,1,CABE05,"CABERGOLINA 0,5 MG (POR COMPRIMIDO)",Hiperlipidemia mista 
16,E782,601330013,200801,200802,90,2,1,1,1,LEVO100,LEVOTIROXINA 100 MCG (POR COMPRIMIDO),Hiperlipidemia mista 
16,E782,601350014,200801,200802,180,5,4,2,1,ALEN10,ALENDRONATO (Q) 10 MG (POR COMPRIMIDO),Hiperlipidemia mista 
16,E782,601350065,200801,200802,34,2,1,1,1,CALC200,CALCITONINA 200 UI/DOSE SPRAY NASAL (POR FRASCO),Hiperlipidemia mista 
16,E782,601350073,200801,200802,150,3,3,3,3,CALC025,"CALCITRIOL 0,25 MCG (POR CAPSULA)",Hiperlipidemia mista 
16,E782,604030053,201005,201005,150,2,2,2,1,PRAM025,"PRAMIPEXOL 0,25 MG (POR COMPRIMIDO)",Hiperlipidemia mista 
16,E782,604130023,201005,201005,30,1,1,1,1,DONE10,DONEPEZILA 10 MG (POR COMPRIMIDO),Hiperlipidemia mista 
16,E782,604200013,201005,201005,45,1,1,1,1,AMAN100,AMANTADINA 100 MG (POR COMPRIMIDO),Hiperlipidemia mista 
16,E782,604260016,201003,201005,30,1,1,1,1,SACA1005,SACARATO DE HIDROXIDO FERRICO 100 MG INJETAVEL (POR FRASCO DE 5 ML),Hiperlipidemia mista 
16,E782,604270011,201003,201906,4143451,40165,8277,682,111,BEZA200,BEZAFIBRATO 200 MG (POR DRÁGEA OU COMPRIMIDO),Hiperlipidemia mista 
16,E782,604270020,201003,201906,2527674,28832,6477,429,68,BEZA400,BEZAFIBRATO 400 MG (POR COMPRIMIDO DE DESINTEGRAÇÃO LENTA),Hiperlipidemia mista 
16,E782,604270038,201003,201906,14784249,200237,39445,1827,145,CIPR100,CIPROFIBRATO 100 MG (POR COMPRIMIDO),Hiperlipidemia mista 
16,E782,604270046,201105,201312,180,2,2,1,1,ETOF500,ETOFIBRATO 500 MG (POR CAPSULA),Hiperlipidemia mista 
